10000
33.5, 121.9, 8.0
62.9, 117.0, 11.5
56.5, 127.4, 2.4
9.8, 97.2, 7.4
38.5, 65.8, 13.2
86.4, 162.0, 12.5
69.6, 88.2, 6.6
41.6, 139.1, 2.6
65.3, 58.1, 5.9
68.0, 141.4, 5.0
56.8, 107.6, 12.8
50.2, 102.1, 3.4
59.2, 180.0, 4.6
27.9, 153.8, 4.1
8.5, 77.4, 1.3
68.8, 85.9, 3.8
5.7, 81.6, 8.5
44.5, 91.6, 9.1
49.7, 184.9, 15.0
94.6, 73.4, 2.0
13.1, 134.3, 10.8
27.5, 126.0, 6.8
59.5, 166.3, 6.5
11.7, 150.4, 7.2
84.2, 135.4, 5.8
90.5, 101.5, 10.0
28.9, 188.5, 9.5
36.7, 168.0, 3.4
84.0, 173.1, 14.2
55.7, 103.1, 7.4
59.0, 94.6, 4.7
99.2, 66.8, 8.6
74.5, 179.0, 9.3
49.5, 77.9, 4.5
40.5, 105.3, 14.1
20.7, 163.2, 14.4
6.2, 74.4, 3.3
18.4, 184.2, 12.9
1.0, 92.6, 12.4
16.1, 165.4, 3.9
19.9, 122.4, 12.6
39.6, 146.7, 13.1
14.7, 114.5, 11.7
6.4, 176.9, 6.2
26.7, 52.6, 4.6
41.2, 109.0, 9.1
41.6, 61.0, 2.7
64.8, 153.7, 3.6
53.3, 103.0, 5.0
57.2, 80.1, 11.2
61.2, 67.0, 1.3
51.6, 50.1, 9.4
8.3, 112.4, 13.8
57.4, 159.7, 4.5
83.8, 124.9, 3.7
62.5, 94.6, 3.8
12.8, 93.2, 9.7
54.3, 192.9, 9.9
62.8, 139.9, 12.2
59.1, 157.2, 5.2
12.9, 199.0, 11.3
20.3, 124.7, 11.5
21.0, 87.4, 6.6
54.3, 81.0, 1.1
37.3, 165.5, 8.6
96.1, 57.8, 14.9
30.8, 162.9, 10.0
65.7, 73.5, 4.6
44.2, 71.2, 1.5
1.8, 101.0, 11.8
84.6, 178.5, 2.2
6.4, 189.0, 1.9
49.9, 175.3, 11.5
19.9, 117.6, 2.5
79.5, 72.4, 5.9
22.6, 146.8, 13.8
70.8, 59.6, 3.9
96.5, 110.0, 3.3
4.1, 136.9, 10.1
74.5, 131.5, 7.2
53.5, 87.1, 1.1
19.7, 127.4, 12.1
80.7, 134.7, 7.0
9.7, 85.7, 6.2
48.6, 105.2, 11.8
39.7, 74.2, 8.1
44.4, 88.7, 13.2
1.3, 75.8, 3.4
31.3, 168.0, 10.0
98.0, 135.6, 3.2
91.8, 99.2, 3.7
76.0, 151.6, 9.7
19.6, 118.7, 12.1
15.1, 185.9, 8.0
42.1, 144.2, 9.1
42.2, 72.5, 5.6
94.0, 163.8, 1.9
46.8, 154.1, 9.5
56.9, 64.1, 14.9
65.3, 95.5, 7.2
85.6, 73.6, 8.2
25.9, 58.0, 4.8
81.5, 54.6, 11.0
18.4, 122.2, 13.2
61.8, 196.5, 5.6
75.7, 199.8, 10.7
20.8, 162.9, 8.5
5.4, 129.8, 1.3
25.5, 156.9, 8.3
38.6, 104.9, 4.3
75.6, 146.7, 1.4
67.5, 142.7, 9.9
92.4, 189.3, 6.5
90.9, 136.7, 4.6
59.3, 163.3, 3.0
30.8, 166.7, 13.3
21.6, 103.2, 12.5
4.6, 123.8, 5.5
1.6, 104.6, 8.9
52.1, 136.9, 13.0
55.2, 112.2, 3.2
94.7, 124.8, 7.5
15.6, 53.2, 3.0
62.5, 130.2, 7.6
63.8, 79.7, 6.2
93.2, 122.2, 9.4
86.9, 98.6, 5.0
69.1, 146.1, 1.9
65.7, 189.5, 9.1
20.7, 68.6, 8.4
33.2, 82.5, 1.9
76.0, 111.1, 3.3
67.0, 67.1, 11.9
9.5, 141.8, 12.0
90.8, 151.3, 7.5
48.8, 57.0, 7.4
4.2, 156.1, 6.7
6.8, 97.8, 3.6
1.0, 146.2, 5.3
29.7, 169.0, 2.5
73.6, 172.5, 9.1
69.6, 57.5, 14.4
56.7, 80.7, 13.6
40.1, 126.1, 2.9
49.1, 67.2, 10.7
27.5, 82.8, 14.5
0.8, 51.5, 2.7
82.2, 199.1, 14.6
80.8, 160.4, 14.0
36.3, 55.7, 6.6
98.8, 82.7, 11.9
90.1, 84.7, 14.2
77.2, 194.4, 11.4
23.3, 116.1, 6.6
46.7, 137.4, 9.7
60.8, 66.0, 2.5
12.2, 159.4, 13.6
89.9, 157.0, 3.7
84.7, 65.4, 10.9
29.4, 188.4, 7.3
13.8, 116.3, 2.4
50.1, 88.4, 12.4
69.7, 104.2, 8.2
12.7, 112.9, 12.0
8.9, 117.1, 13.8
47.4, 146.2, 8.8
98.0, 71.0, 9.7
57.8, 163.3, 2.1
33.6, 144.9, 12.8
27.7, 66.3, 14.9
36.8, 162.4, 1.3
74.6, 187.0, 13.9
74.6, 186.0, 10.8
60.8, 180.4, 8.2
11.8, 146.5, 14.9
12.3, 98.3, 7.9
79.6, 180.9, 12.1
70.4, 65.6, 7.9
56.2, 160.5, 8.1
83.5, 63.0, 3.5
53.4, 182.8, 2.5
72.8, 62.5, 12.5
2.3, 90.6, 12.6
14.9, 165.7, 1.4
78.5, 153.2, 12.9
17.7, 129.7, 12.2
48.9, 131.8, 3.0
54.5, 105.8, 10.0
57.5, 126.5, 7.9
55.9, 166.1, 5.7
96.7, 161.3, 2.1
55.7, 147.6, 1.9
59.0, 166.6, 4.8
7.4, 179.7, 14.8
0.8, 105.8, 14.2
0.2, 145.2, 1.8
43.9, 95.7, 7.8
67.9, 75.4, 6.1
29.3, 89.9, 8.0
48.1, 160.2, 14.9
36.4, 109.0, 11.8
85.0, 199.9, 12.8
58.5, 140.6, 8.2
51.1, 139.8, 9.6
41.0, 124.6, 7.0
72.8, 144.3, 8.2
43.8, 111.7, 7.0
11.0, 71.3, 7.9
71.9, 64.7, 13.5
87.0, 69.8, 5.3
17.9, 178.3, 1.3
61.7, 81.0, 8.3
97.9, 118.3, 1.6
1.8, 151.7, 14.5
47.8, 194.6, 6.3
88.7, 156.8, 10.3
88.2, 101.6, 13.5
97.5, 55.5, 10.0
99.2, 56.2, 3.4
54.0, 110.6, 6.8
46.8, 62.4, 13.3
38.7, 165.7, 2.7
84.6, 141.7, 3.6
91.6, 177.1, 13.4
99.9, 59.2, 13.0
36.7, 157.9, 4.6
77.5, 163.2, 6.4
4.8, 94.7, 13.1
28.7, 91.1, 3.3
33.4, 149.6, 11.6
64.2, 69.7, 3.5
39.1, 51.1, 8.7
71.5, 198.8, 2.4
93.0, 155.5, 14.4
12.0, 65.9, 3.2
68.7, 146.3, 14.7
44.3, 194.2, 10.7
86.5, 156.6, 7.3
96.5, 62.0, 4.1
58.3, 116.6, 9.0
42.7, 72.6, 11.5
5.0, 194.3, 4.0
98.2, 134.2, 5.4
63.1, 136.8, 11.1
49.5, 111.8, 14.4
45.4, 171.9, 9.9
14.7, 136.6, 1.5
58.0, 194.3, 13.2
23.8, 115.6, 14.9
27.5, 108.5, 5.3
56.3, 78.6, 3.0
47.9, 113.1, 4.8
68.4, 65.5, 13.0
18.5, 131.1, 13.0
83.1, 63.2, 7.6
83.2, 162.2, 5.0
29.9, 75.6, 9.7
38.2, 199.7, 3.5
6.9, 196.9, 13.8
61.6, 70.4, 8.3
26.5, 176.1, 14.5
64.3, 124.4, 11.6
78.3, 86.4, 10.1
49.3, 60.6, 6.8
20.3, 72.2, 3.4
88.5, 119.6, 13.8
50.6, 77.9, 7.9
94.0, 145.2, 10.1
65.7, 83.1, 1.8
98.9, 50.2, 14.3
62.1, 50.7, 4.1
56.9, 81.9, 10.8
78.7, 155.1, 5.7
21.3, 138.4, 6.6
54.1, 99.2, 9.1
36.0, 107.4, 13.4
17.7, 135.2, 6.4
34.2, 135.3, 9.8
36.3, 121.7, 14.1
34.8, 116.3, 9.5
0.3, 70.4, 11.9
34.1, 86.8, 3.4
81.4, 183.7, 2.9
7.0, 189.6, 10.9
97.0, 117.2, 9.2
13.7, 131.2, 9.2
43.6, 150.6, 8.4
98.1, 175.4, 8.1
53.1, 127.7, 11.9
5.9, 77.9, 14.5
56.5, 177.8, 1.3
92.6, 171.1, 11.8
3.0, 63.3, 4.5
7.8, 170.1, 7.5
69.3, 194.1, 2.9
76.7, 95.6, 4.4
64.3, 70.2, 13.0
27.4, 189.4, 14.8
35.6, 197.4, 2.4
60.7, 65.4, 14.5
1.1, 87.6, 11.0
19.4, 59.2, 3.4
9.0, 117.0, 10.5
21.2, 58.1, 7.0
63.8, 177.0, 3.7
6.7, 88.6, 13.5
44.0, 165.6, 10.6
18.3, 192.1, 4.5
73.9, 178.7, 13.5
12.0, 173.8, 13.3
96.6, 146.0, 11.5
7.8, 80.2, 13.5
5.9, 88.0, 6.5
26.4, 67.8, 12.4
2.5, 139.1, 14.1
9.6, 130.7, 6.2
26.6, 81.6, 12.0
86.0, 197.6, 12.0
78.2, 139.2, 12.4
51.4, 175.2, 10.3
5.7, 163.3, 4.6
49.2, 147.9, 8.3
87.5, 133.9, 3.7
98.3, 195.3, 15.0
94.3, 185.0, 4.1
14.5, 163.2, 7.5
97.7, 196.2, 9.4
39.3, 129.5, 11.7
73.7, 67.8, 9.9
53.4, 194.5, 10.4
48.9, 72.1, 10.8
54.7, 197.7, 1.0
42.0, 153.6, 12.5
13.1, 103.6, 3.1
12.2, 115.0, 10.4
39.1, 169.6, 5.7
45.6, 184.8, 5.7
88.8, 167.1, 5.4
44.0, 80.0, 12.4
75.5, 149.4, 5.6
81.0, 99.5, 8.5
83.7, 101.1, 9.8
29.4, 122.4, 2.1
33.4, 74.1, 1.3
11.4, 60.5, 5.0
85.4, 78.9, 5.4
35.6, 184.5, 10.0
58.8, 60.2, 12.6
40.1, 162.8, 4.3
66.5, 108.7, 1.5
43.1, 106.4, 4.3
69.8, 132.7, 6.8
31.3, 113.7, 13.6
21.8, 193.2, 6.1
50.1, 72.6, 9.0
46.6, 180.1, 5.2
60.7, 176.6, 11.0
92.0, 89.6, 6.3
83.3, 191.2, 14.1
96.5, 126.2, 7.1
32.2, 115.4, 4.9
63.9, 121.8, 2.8
38.6, 90.2, 3.2
48.0, 62.9, 11.8
71.1, 100.1, 12.2
77.2, 95.3, 10.7
81.9, 66.3, 1.5
23.5, 86.8, 7.7
24.5, 84.1, 11.2
83.5, 176.1, 1.9
17.5, 82.1, 10.7
62.8, 143.5, 14.4
53.5, 97.9, 4.5
82.3, 98.6, 11.3
31.5, 127.8, 1.9
6.4, 74.9, 1.1
1.4, 137.7, 14.2
67.6, 187.6, 10.2
92.3, 172.3, 7.7
12.6, 173.4, 12.0
59.0, 141.5, 6.3
17.3, 60.7, 8.7
76.5, 102.7, 10.6
71.0, 187.7, 7.8
61.9, 173.1, 1.2
24.0, 117.6, 5.3
90.5, 194.4, 1.8
62.1, 87.6, 7.9
83.4, 139.2, 10.0
99.7, 109.5, 10.3
6.9, 121.5, 14.8
98.2, 96.4, 4.1
14.6, 155.1, 3.9
73.5, 114.5, 5.9
13.4, 62.5, 12.6
26.6, 98.6, 4.3
88.1, 133.1, 3.9
21.7, 186.4, 12.0
59.4, 50.1, 8.5
1.6, 137.9, 7.8
79.5, 136.3, 12.2
92.8, 146.8, 4.2
58.8, 128.4, 8.3
55.7, 66.9, 13.8
96.6, 69.4, 12.8
64.1, 94.9, 3.7
93.4, 183.8, 5.3
45.2, 137.3, 14.0
92.9, 67.9, 5.0
63.3, 110.4, 10.2
91.0, 182.7, 1.7
63.0, 113.7, 10.8
24.9, 191.4, 9.2
24.2, 154.4, 14.1
48.1, 77.3, 12.8
84.9, 139.3, 12.5
18.5, 84.9, 4.6
56.5, 55.2, 6.7
99.1, 70.0, 2.3
6.1, 193.5, 5.1
53.1, 68.4, 7.4
47.8, 127.8, 3.2
9.8, 128.2, 13.0
37.1, 150.4, 1.7
54.7, 182.2, 8.0
31.6, 106.1, 11.5
8.3, 86.1, 11.2
86.7, 150.1, 6.6
4.3, 62.9, 8.9
96.6, 65.5, 10.6
54.2, 100.5, 1.6
63.2, 177.7, 6.2
6.5, 123.8, 2.0
98.5, 161.6, 11.7
63.7, 178.2, 11.4
81.5, 111.1, 12.5
64.8, 60.9, 5.6
30.4, 161.4, 10.5
65.6, 159.7, 11.7
62.7, 128.7, 4.2
2.0, 119.6, 7.0
99.5, 134.9, 5.6
45.6, 87.3, 4.9
9.8, 57.4, 9.0
69.8, 113.0, 14.6
54.5, 110.1, 2.4
0.7, 131.6, 8.8
66.7, 105.9, 14.6
11.1, 191.4, 9.8
21.5, 178.2, 13.9
18.8, 136.7, 2.5
42.8, 63.4, 3.1
43.3, 143.2, 1.3
6.1, 78.1, 11.8
67.4, 130.6, 1.6
18.0, 114.9, 14.4
23.7, 157.8, 3.7
8.1, 177.3, 11.7
19.4, 149.0, 3.6
41.0, 75.5, 8.2
56.1, 189.3, 9.2
17.2, 93.6, 12.7
7.0, 118.8, 12.7
58.6, 99.3, 5.6
58.0, 147.5, 2.9
69.8, 141.9, 14.8
22.0, 105.3, 12.7
35.5, 58.0, 1.3
78.7, 170.9, 12.4
91.5, 73.9, 5.5
48.9, 60.6, 11.1
4.9, 129.6, 5.8
43.3, 185.3, 3.3
44.1, 112.3, 11.4
9.9, 76.6, 13.2
79.3, 124.5, 10.6
33.8, 152.3, 10.5
76.5, 190.3, 13.3
42.6, 158.5, 9.2
0.5, 70.5, 10.0
57.3, 88.8, 1.6
67.5, 169.9, 14.3
60.7, 183.4, 11.4
32.0, 69.5, 1.5
78.3, 99.6, 7.9
5.7, 62.0, 11.1
42.5, 133.9, 1.0
59.7, 77.7, 4.5
12.1, 139.4, 9.0
14.1, 128.6, 7.3
6.4, 156.7, 13.0
93.1, 81.0, 13.3
45.3, 169.1, 12.6
93.8, 108.0, 5.9
4.0, 104.9, 7.2
65.8, 82.8, 11.2
28.2, 131.4, 5.4
47.0, 131.2, 11.0
64.3, 128.1, 9.0
5.5, 174.2, 10.5
63.1, 160.6, 7.6
1.2, 99.8, 9.6
43.2, 109.7, 7.1
39.0, 93.8, 6.2
69.9, 109.1, 8.3
83.0, 183.6, 5.8
67.2, 64.7, 6.9
85.9, 148.3, 1.8
74.2, 99.5, 4.9
58.3, 194.3, 3.7
35.3, 165.1, 2.9
60.5, 108.2, 10.3
70.0, 167.1, 7.0
91.5, 130.4, 5.1
98.5, 136.4, 13.5
79.8, 176.2, 7.9
15.3, 112.9, 12.7
15.1, 80.5, 11.4
12.3, 166.8, 3.5
58.9, 162.0, 14.3
58.7, 73.3, 9.7
73.2, 74.3, 5.9
17.4, 147.7, 11.1
4.2, 144.7, 9.0
83.8, 89.4, 7.0
39.9, 81.6, 5.9
41.3, 150.2, 14.6
32.1, 101.6, 5.7
94.9, 92.3, 14.8
95.4, 180.7, 2.7
51.9, 182.0, 6.9
66.2, 124.3, 8.0
71.1, 111.2, 12.4
76.4, 199.9, 8.2
81.5, 124.6, 7.5
17.0, 122.6, 8.7
72.5, 162.8, 8.6
44.7, 99.6, 14.4
41.1, 61.8, 11.4
44.0, 164.5, 8.0
99.3, 98.3, 5.4
1.7, 132.4, 6.9
46.8, 55.3, 3.4
41.7, 180.8, 3.9
99.9, 82.6, 9.1
27.6, 177.0, 10.8
78.3, 138.3, 2.7
36.0, 130.6, 5.0
42.0, 157.7, 14.2
79.1, 193.9, 11.6
96.0, 174.9, 13.5
29.9, 56.7, 6.8
9.6, 108.7, 8.7
22.1, 63.4, 6.1
77.2, 162.5, 9.8
63.7, 102.4, 3.4
35.0, 66.1, 10.2
32.6, 64.5, 9.5
91.2, 164.2, 11.9
52.3, 115.8, 5.4
87.7, 128.2, 4.1
31.6, 108.1, 4.2
65.7, 192.8, 5.1
22.2, 73.8, 14.5
82.4, 143.4, 5.4
70.5, 186.4, 2.6
53.1, 185.7, 10.5
22.6, 180.0, 10.0
82.5, 124.3, 12.7
65.8, 175.1, 7.5
19.4, 163.5, 14.7
37.0, 51.6, 3.7
50.9, 67.0, 5.1
66.2, 156.7, 11.8
9.9, 134.6, 12.9
65.4, 62.2, 5.1
66.3, 74.2, 1.4
39.5, 149.0, 5.5
25.3, 123.3, 3.2
34.5, 94.6, 10.6
10.1, 197.5, 7.9
87.7, 103.5, 14.3
5.1, 89.1, 13.3
62.0, 182.0, 14.8
82.4, 69.6, 7.9
4.5, 99.7, 14.3
33.5, 175.1, 1.3
84.8, 110.9, 3.7
74.4, 100.9, 7.4
38.2, 91.5, 12.0
92.1, 113.4, 11.0
21.8, 148.3, 14.5
96.9, 156.2, 7.5
4.7, 192.0, 11.2
63.4, 107.5, 14.6
31.8, 196.1, 5.8
28.1, 158.8, 15.0
75.3, 94.7, 11.5
2.7, 176.4, 8.4
96.8, 102.5, 4.4
19.6, 198.9, 9.6
86.0, 168.8, 6.7
94.8, 185.2, 1.7
71.3, 110.1, 3.0
75.5, 103.9, 4.6
91.1, 110.8, 7.2
74.7, 166.5, 14.0
52.5, 195.8, 6.0
79.7, 57.0, 2.1
75.0, 199.3, 5.8
65.7, 192.2, 6.0
8.7, 89.0, 2.2
62.5, 115.1, 13.3
25.0, 193.1, 2.4
33.2, 168.2, 14.3
75.0, 120.9, 3.7
86.9, 134.2, 9.3
22.4, 133.9, 6.9
8.5, 89.6, 12.8
25.7, 119.2, 3.2
80.7, 151.0, 7.2
87.8, 79.6, 13.9
22.3, 187.9, 5.4
82.1, 77.6, 12.6
7.3, 101.4, 13.6
74.4, 181.5, 2.1
84.7, 93.8, 4.2
3.1, 62.1, 3.8
63.0, 55.5, 11.4
99.0, 61.1, 14.1
14.6, 74.7, 8.6
63.8, 172.9, 2.2
96.1, 192.2, 14.2
54.3, 105.5, 4.3
68.0, 157.8, 5.0
49.3, 93.5, 10.9
44.6, 144.4, 10.6
67.4, 127.8, 9.5
83.3, 140.6, 11.5
99.7, 79.7, 7.2
39.8, 96.8, 7.4
10.1, 184.2, 5.8
17.5, 108.9, 12.7
73.9, 59.7, 8.0
53.1, 50.0, 10.4
22.4, 162.0, 2.2
76.6, 76.6, 12.9
34.6, 50.2, 5.0
25.4, 156.6, 5.9
55.4, 77.8, 13.6
69.9, 122.6, 12.5
83.7, 63.1, 14.6
86.4, 76.4, 3.2
61.4, 132.3, 8.4
76.4, 72.1, 15.0
14.7, 139.6, 6.5
30.6, 135.4, 6.8
67.4, 72.8, 6.2
8.1, 90.9, 13.5
